Uma estação de radioamador é formada basicamente por transmissor, receptor e sistema irradiante?	Certo	_conjunto_funcional_da_estação		
O transmissor é o componente responsável por receber o sinal de RF da antena e reconstruir a informação?	Errado	_conjunto_funcional_da_estação		
O transceptor é um equipamento que reúne as funções de transmissor e receptor em um único conjunto?	Certo	_conjunto_funcional_da_estação		
Ao sintonizar uma estação, o operador geralmente ajusta a frequência da portadora do sinal desejado?	Certo	_conjunto_funcional_da_estação		
Uma repetidora recebe um sinal em uma frequência e o retransmite na mesma frequência?	Errado	_repetidoras_em_vhfuhf		
O sistema irradiante de uma estação é composto apenas pela antena?	Errado	_conjunto_funcional_da_estação		
Nas repetidoras de VHF/UHF, o usuário transmite na frequência de entrada e recebe na frequência de saída da repetidora?	Certo	_repetidoras_em_vhfuhf		
É uma boa prática escutar a frequência antes de iniciar uma transmissão em uma repetidora?	Certo	_repetidoras_em_vhfuhf		
Criticar o funcionamento de uma repetidora na própria frequência dela é considerado uma boa prática ética?	Errado	_repetidoras_em_vhfuhf		
"A operação em ""shift"" ou ""split"" significa transmitir e receber na mesma frequência exata?"	Errado	_operação_shiftsplit		
Operações com satélites geralmente envolvem o uso de frequências de subida e descida diferentes?	Certo	_operação_shiftsplit		
"O termo ""shift"" refere-se ao deslocamento entre a frequência de recepção e a de transmissão?"	Certo	_operação_shiftsplit		
A linha de transmissão tem como função principal irradiar o sinal de rádio para o espaço?	Errado	_linhas_de_transmissão		
O cabo coaxial é um tipo de linha de transmissão composto por um condutor central e um condutor externo blindado?	Certo	_linhas_de_transmissão		
A linha paralela (par metálico) é imune a irradiações indesejadas por ser blindada?	Errado	_linhas_de_transmissão		
Uma vantagem do cabo coaxial é que seus campos de RF são mais confinados, reduzindo a irradiação pela linha?	Certo	_linhas_de_transmissão		
A medição da potência direta e refletida serve para avaliar a Relação de Onda Estacionária (ROE)?	Certo	_medições_usuais_na_estação		
O NanoVNA é um equipamento de baixo custo utilizado para caracterização de antenas?	Certo	_medições_usuais_na_estação		
Tensões e correntes de alimentação inadequadas são causas raras de falhas em equipamentos de radioamador?	Errado	_medições_usuais_na_estação		
O TinySA é um analisador de espectro que pode ser usado para verificar o espectro irradiado pela estação?	Certo	_medições_usuais_na_estação		
A função da antena é transformar energia elétrica em ondas eletromagnéticas e vice-versa?	Certo	_função_da_antena_e_da_linha	disable	
Quando as impedâncias do transmissor, da linha e da antena estão casadas, ocorre a máxima reflexão de energia?	Errado	_função_da_antena_e_da_linha		
